x-axis,1,2,F1
second,Volt,Volt,Volt
-3.080000E-03,-265.326630E-03,+94.020853E-03,-352.017363E-03
-3.075000E-03,-243.216078E-03,+97.337436E-03,-346.632109E-03
-3.070000E-03,-233.165827E-03,+99.327386E-03,-333.219023E-03
-3.065000E-03,-225.125626E-03,+101.980652E-03,-327.833769E-03
-3.060000E-03,-201.005023E-03,+104.633918E-03,-314.420683E-03
-3.055000E-03,-192.964822E-03,+109.277135E-03,-301.007596E-03
-3.050000E-03,-168.844219E-03,+109.940451E-03,-286.273221E-03
-3.045000E-03,-168.844219E-03,+111.930401E-03,-274.206448E-03
-3.040000E-03,-144.723617E-03,+112.593717E-03,-258.125759E-03
-3.035000E-03,-126.633164E-03,+117.900250E-03,-246.694607E-03
-3.030000E-03,-112.562813E-03,+120.553516E-03,-235.313503E-03
-3.025000E-03,-98.492461E-03,+120.553516E-03,-219.893458E-03
-3.020000E-03,-80.402009E-03,+120.553516E-03,-201.830836E-03
-3.015000E-03,-58.291457E-03,+127.186682E-03,-190.399683E-03
-3.010000E-03,-56.281406E-03,+125.860049E-03,-183.032496E-03
-3.005000E-03,-40.201005E-03,+128.513315E-03,-166.976831E-03
-3.000000E-03,-24.120603E-03,+128.513315E-03,-153.563745E-03
-2.995000E-03,-2.010050E-03,+130.503265E-03,-137.508080E-03
-2.990000E-03,+4.020100E-03,+129.839948E-03,-122.773705E-03
-2.985000E-03,+24.120603E-03,+133.819848E-03,-108.039329E-03
-2.980000E-03,+48.241206E-03,+133.819848E-03,-91.983665E-03
-2.975000E-03,+54.271356E-03,+131.829898E-03,-83.955833E-03
-2.970000E-03,+68.341708E-03,+133.819848E-03,-66.528830E-03
-2.965000E-03,+82.412059E-03,+133.819848E-03,-54.487082E-03
-2.960000E-03,+104.522612E-03,+133.819848E-03,-38.431417E-03
-2.955000E-03,+120.603014E-03,+133.819848E-03,-22.375753E-03
-2.950000E-03,+136.683416E-03,+135.146481E-03,-2.306172E-03
-2.945000E-03,+144.723617E-03,+133.156531E-03,+9.735576E-03
-2.940000E-03,+160.804018E-03,+136.473114E-03,+25.791241E-03
-2.935000E-03,+176.884420E-03,+131.829898E-03,+35.826031E-03
-2.930000E-03,+192.964822E-03,+133.819848E-03,+55.209943E-03
-2.925000E-03,+209.045224E-03,+133.819848E-03,+66.591047E-03
-2.920000E-03,+225.125626E-03,+131.166582E-03,+84.628645E-03
-2.915000E-03,+233.165827E-03,+131.166582E-03,+101.344954E-03
-2.910000E-03,+249.246228E-03,+128.513315E-03,+111.354720E-03
-2.905000E-03,+257.286429E-03,+127.186682E-03,+129.392318E-03
-2.900000E-03,+273.366831E-03,+128.513315E-03,+135.438216E-03
-2.895000E-03,+287.437183E-03,+127.186682E-03,+160.157333E-03
-2.890000E-03,+297.487434E-03,+124.533416E-03,+172.834702E-03
-2.885000E-03,+307.537685E-03,+123.206783E-03,+183.505112E-03
-2.880000E-03,+321.608037E-03,+120.553516E-03,+199.560777E-03
-2.875000E-03,+335.678388E-03,+118.563567E-03,+210.231187E-03
-2.870000E-03,+345.728640E-03,+117.900250E-03,+223.594225E-03
-2.865000E-03,+355.778891E-03,+115.246984E-03,+238.939196E-03
-2.860000E-03,+369.849242E-03,+112.593717E-03,+247.627673E-03
-2.855000E-03,+377.889443E-03,+107.287185E-03,+260.280017E-03
-2.850000E-03,+385.929644E-03,+107.287185E-03,+272.982410E-03
-2.845000E-03,+387.939694E-03,+104.633918E-03,+287.666736E-03
-2.840000E-03,+402.010046E-03,+101.980652E-03,+298.337147E-03
-2.835000E-03,+410.050247E-03,+98.664069E-03,+311.650135E-03
-2.830000E-03,+418.090448E-03,+94.020853E-03,+322.320546E-03
-2.825000E-03,+426.130649E-03,+93.357537E-03,+331.009023E-03
-2.820000E-03,+434.170850E-03,+88.714321E-03,+343.661367E-03
-2.815000E-03,+444.221101E-03,+88.051004E-03,+354.331777E-03
-2.810000E-03,+454.271352E-03,+84.734421E-03,+362.309561E-03
-2.805000E-03,+458.291452E-03,+78.101255E-03,+378.315176E-03
-2.800000E-03,+458.291452E-03,+75.447989E-03,+380.957754E-03
-2.795000E-03,+474.371854E-03,+72.131406E-03,+391.628165E-03
-2.790000E-03,+470.351754E-03,+70.141457E-03,+395.592032E-03
-2.785000E-03,+480.402005E-03,+67.488190E-03,+407.583732E-03
-2.780000E-03,+474.371854E-03,+62.181658E-03,+412.868888E-03
-2.775000E-03,+482.412055E-03,+56.875125E-03,+415.511466E-03
-2.770000E-03,+482.412055E-03,+52.895226E-03,+419.475334E-03
-2.765000E-03,+488.442206E-03,+49.578643E-03,+431.467033E-03
-2.760000E-03,+482.412055E-03,+43.608794E-03,+436.752190E-03
-2.755000E-03,+488.442206E-03,+40.955527E-03,+445.415642E-03
-2.750000E-03,+486.432156E-03,+38.302261E-03,+443.358635E-03
-2.745000E-03,+490.452256E-03,+32.995728E-03,+449.329460E-03
-2.740000E-03,+490.452256E-03,+27.689196E-03,+460.635491E-03
-2.735000E-03,+488.442206E-03,+23.045980E-03,+455.910881E-03
-2.730000E-03,+486.432156E-03,+21.056030E-03,+460.535393E-03
-2.725000E-03,+488.442206E-03,+17.076130E-03,+463.177972E-03
-2.720000E-03,+490.452256E-03,+11.769598E-03,+468.463128E-03
-2.715000E-03,+474.371854E-03,+6.463065E-03,+465.720452E-03
-2.710000E-03,+470.351754E-03,+5.136432E-03,+468.363030E-03
-2.705000E-03,+474.371854E-03,-1.496734E-03,+473.648187E-03
-2.700000E-03,+466.331653E-03,-4.150000E-03,+468.262933E-03
-2.695000E-03,+454.271352E-03,-9.456533E-03,+468.162835E-03
-2.690000E-03,+462.311553E-03,-13.436432E-03,+469.484124E-03
-2.685000E-03,+452.261302E-03,-18.742965E-03,+467.402093E-03
-2.680000E-03,+450.251251E-03,-22.722864E-03,+462.677483E-03
-2.675000E-03,+436.180900E-03,-27.366080E-03,+459.959832E-03
-2.670000E-03,+438.190950E-03,-30.682663E-03,+459.884759E-03
-2.665000E-03,+428.140699E-03,-35.325879E-03,+459.834710E-03
-2.660000E-03,+418.090448E-03,-38.642462E-03,+457.092034E-03
-2.655000E-03,+416.080398E-03,-41.959045E-03,+451.706780E-03
-2.650000E-03,+406.030146E-03,-46.602261E-03,+447.642815E-03
-2.645000E-03,+393.969845E-03,-49.255527E-03,+437.557976E-03
-2.640000E-03,+385.929644E-03,-54.562060E-03,+432.808342E-03
-2.635000E-03,+365.829142E-03,-59.868592E-03,+427.423088E-03
-2.630000E-03,+361.809041E-03,-65.175125E-03,+422.037834E-03
-2.625000E-03,+353.768840E-03,-67.828391E-03,+411.267326E-03
-2.620000E-03,+337.688439E-03,-70.481658E-03,+405.882072E-03
-2.615000E-03,+329.648238E-03,-75.124874E-03,+397.118521E-03
-2.610000E-03,+313.567836E-03,-75.788190E-03,+389.726309E-03
-2.605000E-03,+305.527635E-03,-81.094723E-03,+386.322989E-03
-2.600000E-03,+297.487434E-03,-86.401255E-03,+376.213125E-03
-2.595000E-03,+279.396982E-03,-89.054522E-03,+362.164419E-03
-2.590000E-03,+265.326630E-03,-91.707788E-03,+356.093496E-03
-2.585000E-03,+257.286429E-03,-95.024371E-03,+344.001699E-03
-2.580000E-03,+241.206028E-03,-97.014321E-03,+338.616445E-03
-2.575000E-03,+225.125626E-03,-102.320853E-03,+325.203358E-03
-2.570000E-03,+209.045224E-03,-104.974119E-03,+315.804188E-03
-2.565000E-03,+201.005023E-03,-106.964069E-03,+300.384144E-03
-2.560000E-03,+192.964822E-03,-107.627386E-03,+292.991932E-03
-2.555000E-03,+174.874370E-03,-113.597235E-03,+280.239490E-03
-2.550000E-03,+152.763817E-03,-114.260552E-03,+266.165759E-03
-2.545000E-03,+144.723617E-03,-116.250501E-03,+254.759631E-03
-2.540000E-03,+128.643215E-03,-118.240451E-03,+239.339586E-03
-2.535000E-03,+106.532662E-03,-122.883667E-03,+225.926500E-03
-2.530000E-03,+92.462311E-03,-123.546984E-03,+216.527330E-03
-2.525000E-03,+86.432160E-03,-128.190200E-03,+204.485582E-03
-2.520000E-03,+64.321607E-03,-126.200250E-03,+191.072495E-03
-2.515000E-03,+50.251256E-03,-128.853516E-03,+177.659409E-03
-2.510000E-03,+32.160804E-03,-130.180149E-03,+160.282455E-03
-2.505000E-03,+24.120603E-03,-131.506782E-03,+148.190658E-03
-2.500000E-03,+0.0E+00,-134.160049E-03,+132.134994E-03
-2.495000E-03,-14.070352E-03,-134.160049E-03,+122.100203E-03
-2.490000E-03,-24.120603E-03,-134.160049E-03,+105.358870E-03
-2.485000E-03,-42.211055E-03,-136.813315E-03,+94.613386E-03
-2.480000E-03,-56.281406E-03,-136.813315E-03,+73.197492E-03
-2.475000E-03,-72.361808E-03,-136.813315E-03,+65.169660E-03
-2.470000E-03,-88.442210E-03,-139.466581E-03,+50.435284E-03
-2.465000E-03,-104.522612E-03,-139.466581E-03,+33.058331E-03
-2.460000E-03,-120.603014E-03,-139.466581E-03,+19.645244E-03
-2.455000E-03,-136.683416E-03,-140.129898E-03,+2.928935E-03
-2.450000E-03,-148.743717E-03,-140.793215E-03,-9.773458E-03
-2.445000E-03,-160.804018E-03,-139.466581E-03,-30.503683E-03
-2.440000E-03,-176.884420E-03,-136.813315E-03,-47.219992E-03
-2.435000E-03,-192.964822E-03,-138.803265E-03,-55.247824E-03
-2.430000E-03,-209.045224E-03,-138.139948E-03,-71.303489E-03
-2.425000E-03,-223.115575E-03,-139.466581E-03,-87.359153E-03
-2.420000E-03,-233.165827E-03,-136.813315E-03,-106.057396E-03
-2.415000E-03,-249.246228E-03,-136.149999E-03,-114.085228E-03
-2.410000E-03,-265.326630E-03,-134.160049E-03,-128.769555E-03
-2.405000E-03,-275.376881E-03,-134.160049E-03,-146.832177E-03
-2.400000E-03,-297.487434E-03,-134.160049E-03,-164.894800E-03
-2.395000E-03,-303.517585E-03,-131.506782E-03,-175.565210E-03
-2.390000E-03,-313.567836E-03,-130.180149E-03,-191.620875E-03
-2.385000E-03,-329.648238E-03,-128.853516E-03,-204.273219E-03
-2.380000E-03,-345.728640E-03,-128.853516E-03,-220.989528E-03
-2.375000E-03,-345.728640E-03,-123.546984E-03,-230.999294E-03
-2.370000E-03,-361.809041E-03,-120.893717E-03,-241.009060E-03
-2.365000E-03,-371.859293E-03,-118.240451E-03,-250.358181E-03
-2.360000E-03,-385.929644E-03,-115.587185E-03,-269.056424E-03
-2.355000E-03,-391.959795E-03,-113.597235E-03,-279.726834E-03
-2.350000E-03,-397.989945E-03,-110.280652E-03,-295.732450E-03
-2.345000E-03,-410.050247E-03,-107.627386E-03,-301.067655E-03
-2.340000E-03,-418.090448E-03,-107.627386E-03,-311.738065E-03
-2.335000E-03,-428.140699E-03,-102.320853E-03,-330.436308E-03
-2.330000E-03,-438.190950E-03,-100.994220E-03,-341.106719E-03
-2.325000E-03,-450.251251E-03,-99.667587E-03,-351.777129E-03
-2.320000E-03,-458.291452E-03,-97.014321E-03,-362.447540E-03
-2.315000E-03,-458.291452E-03,-91.707788E-03,-367.732696E-03
-2.310000E-03,-466.331653E-03,-87.727888E-03,-378.403106E-03
-2.305000E-03,-474.371854E-03,-83.747989E-03,-391.716095E-03
-2.300000E-03,-474.371854E-03,-81.094723E-03,-402.386505E-03
-2.295000E-03,-482.412055E-03,-75.788190E-03,-405.029084E-03
-2.290000E-03,-490.452256E-03,-74.461557E-03,-417.020783E-03
-2.285000E-03,-488.442206E-03,-69.155024E-03,-420.324006E-03
-2.280000E-03,-490.452256E-03,-67.828391E-03,-434.297639E-03
-2.275000E-03,-496.482407E-03,-62.521859E-03,-436.940217E-03
-2.270000E-03,-498.492457E-03,-59.868592E-03,-439.582796E-03
-2.265000E-03,-504.522608E-03,-54.562060E-03,-452.895784E-03
-2.260000E-03,-506.532658E-03,-49.255527E-03,-455.538362E-03
-2.255000E-03,-500.502507E-03,-46.602261E-03,-460.162874E-03
-2.250000E-03,-506.532658E-03,-42.622361E-03,-463.466097E-03
-2.245000E-03,-504.522608E-03,-34.662562E-03,-470.733187E-03
-2.240000E-03,-498.492457E-03,-35.989196E-03,-471.393832E-03
-2.235000E-03,-498.492457E-03,-28.692713E-03,-476.678988E-03
-2.230000E-03,-498.492457E-03,-28.029397E-03,-476.628939E-03
-2.225000E-03,-498.492457E-03,-20.732914E-03,-476.578890E-03
-2.220000E-03,-498.492457E-03,-17.416331E-03,-481.864047E-03
-2.215000E-03,-492.462306E-03,-12.109799E-03,-478.485751E-03
-2.210000E-03,-490.452256E-03,-8.129899E-03,-485.777865E-03
-2.205000E-03,-490.452256E-03,-4.150000E-03,-486.388461E-03
-2.200000E-03,-490.452256E-03,-1.496734E-03,-489.691684E-03
-2.195000E-03,-476.381904E-03,+1.819849E-03,-486.949008E-03
-2.190000E-03,-478.391955E-03,+7.789698E-03,-486.898959E-03
-2.185000E-03,-472.361804E-03,+13.759548E-03,-486.848910E-03
-2.180000E-03,-466.331653E-03,+17.076130E-03,-484.106234E-03
-2.175000E-03,-464.321603E-03,+19.729397E-03,-484.741854E-03
-2.170000E-03,-446.231151E-03,+25.035929E-03,-475.978304E-03
-2.165000E-03,-442.211051E-03,+29.679145E-03,-470.593050E-03
-2.160000E-03,-434.170850E-03,+35.648995E-03,-467.850374E-03
-2.155000E-03,-424.120598E-03,+38.302261E-03,-462.465120E-03
-2.150000E-03,-414.070347E-03,+42.282160E-03,-459.722445E-03
-2.145000E-03,-402.010046E-03,+46.925376E-03,-456.979769E-03
-2.140000E-03,-402.010046E-03,+51.568592E-03,-451.594515E-03
-2.135000E-03,-385.929644E-03,+53.558542E-03,-448.851839E-03
-2.130000E-03,-377.889443E-03,+59.528391E-03,-443.466585E-03
-2.125000E-03,-365.829142E-03,+62.181658E-03,-434.042390E-03
-2.120000E-03,-353.768840E-03,+64.834924E-03,-419.282990E-03
-2.115000E-03,-345.728640E-03,+70.141457E-03,-413.897736E-03
-2.110000E-03,-341.708539E-03,+74.121356E-03,-409.833771E-03
-2.105000E-03,-319.597987E-03,+77.437939E-03,-397.741974E-03
-2.100000E-03,-305.527635E-03,+83.407788E-03,-394.999298E-03
-2.095000E-03,-303.517585E-03,+83.407788E-03,-387.607086E-03
-2.090000E-03,-285.427133E-03,+88.714321E-03,-376.200958E-03
-2.085000E-03,-269.346731E-03,+90.704270E-03,-366.776763E-03
-2.080000E-03,-257.286429E-03,+94.020853E-03,-357.402618E-03
-2.075000E-03,-243.216078E-03,+96.674120E-03,-344.650176E-03
-2.070000E-03,-229.145726E-03,+100.654019E-03,-333.219023E-03
-2.065000E-03,-217.085425E-03,+101.980652E-03,-325.826811E-03
-2.060000E-03,-201.005023E-03,+107.287185E-03,-314.420683E-03
-2.055000E-03,-190.954772E-03,+105.297235E-03,-301.007596E-03
-2.050000E-03,-172.864320E-03,+111.267084E-03,-287.594510E-03
-2.045000E-03,-162.814069E-03,+114.583667E-03,-275.527737E-03
-2.040000E-03,-144.723617E-03,+115.246984E-03,-260.768338E-03
-2.035000E-03,-128.643215E-03,+117.900250E-03,-244.712673E-03
-2.030000E-03,-108.542712E-03,+117.900250E-03,-236.634792E-03
-2.025000E-03,-98.492461E-03,+120.553516E-03,-223.932399E-03
-2.020000E-03,-80.402009E-03,+123.206783E-03,-201.830836E-03
-2.015000E-03,-64.321607E-03,+125.860049E-03,-196.445582E-03
-2.010000E-03,-48.241206E-03,+124.533416E-03,-177.697290E-03
-2.005000E-03,-32.160804E-03,+128.513315E-03,-167.637476E-03
-2.000000E-03,-16.080402E-03,+128.513315E-03,-150.921167E-03
-1.995000E-03,-6.030151E-03,+128.513315E-03,-137.508080E-03
-1.990000E-03,+0.0E+00,+131.166582E-03,-124.094994E-03
-1.985000E-03,+18.090452E-03,+133.156531E-03,-108.039329E-03
-1.980000E-03,+48.241206E-03,+131.166582E-03,-91.983665E-03
-1.975000E-03,+56.281406E-03,+133.156531E-03,-81.948875E-03
-1.970000E-03,+72.361808E-03,+133.819848E-03,-65.207541E-03
-1.965000E-03,+86.432160E-03,+135.809798E-03,-48.466208E-03
-1.960000E-03,+104.522612E-03,+136.473114E-03,-30.403585E-03
-1.955000E-03,+120.603014E-03,+133.819848E-03,-22.375753E-03
-1.950000E-03,+128.643215E-03,+133.819848E-03,-6.320088E-03
-1.945000E-03,+150.753767E-03,+136.473114E-03,+9.735576E-03
-1.940000E-03,+160.804018E-03,+133.819848E-03,+25.791241E-03
-1.935000E-03,+170.854270E-03,+135.809798E-03,+33.819073E-03
-1.930000E-03,+192.964822E-03,+133.819848E-03,+51.196027E-03
-1.925000E-03,+209.045224E-03,+133.819848E-03,+66.591047E-03
-1.920000E-03,+217.085425E-03,+133.819848E-03,+84.628645E-03
-1.915000E-03,+239.195977E-03,+131.829898E-03,+100.684309E-03
-1.910000E-03,+245.226128E-03,+129.839948E-03,+115.368636E-03
-1.905000E-03,+257.286429E-03,+129.176632E-03,+125.403426E-03
-1.900000E-03,+273.366831E-03,+125.860049E-03,+143.466049E-03
-1.895000E-03,+287.437183E-03,+125.196732E-03,+154.797104E-03
-1.890000E-03,+297.487434E-03,+124.533416E-03,+164.806870E-03
-1.885000E-03,+305.527635E-03,+121.216833E-03,+183.505112E-03
-1.880000E-03,+321.608037E-03,+120.553516E-03,+191.532945E-03
-1.875000E-03,+331.658288E-03,+119.890200E-03,+210.231187E-03
-1.870000E-03,+345.728640E-03,+115.246984E-03,+220.901598E-03
-1.865000E-03,+347.738690E-03,+112.593717E-03,+239.599840E-03
-1.860000E-03,+369.849242E-03,+112.593717E-03,+247.627673E-03
-1.855000E-03,+375.879393E-03,+109.940451E-03,+258.298083E-03
-1.850000E-03,+385.929644E-03,+107.287185E-03,+276.996326E-03
-1.845000E-03,+393.969845E-03,+104.633918E-03,+287.666736E-03
-1.840000E-03,+402.010046E-03,+101.980652E-03,+298.337147E-03
-1.835000E-03,+412.060297E-03,+97.337436E-03,+309.007557E-03
-1.830000E-03,+418.090448E-03,+95.347486E-03,+320.999257E-03
-1.825000E-03,+420.100498E-03,+91.367587E-03,+332.990956E-03
-1.820000E-03,+434.170850E-03,+88.714321E-03,+343.661367E-03
-1.815000E-03,+436.180900E-03,+86.061054E-03,+346.964589E-03
-1.810000E-03,+454.271352E-03,+83.407788E-03,+360.988271E-03
-1.805000E-03,+462.311553E-03,+80.754522E-03,+376.308218E-03
-1.800000E-03,+450.251251E-03,+78.101255E-03,+380.957754E-03
-1.795000E-03,+466.331653E-03,+72.794723E-03,+389.621207E-03
-1.790000E-03,+470.351754E-03,+68.814823E-03,+396.913321E-03
-1.785000E-03,+474.371854E-03,+66.824874E-03,+405.576774E-03
-1.780000E-03,+482.412055E-03,+59.528391E-03,+410.226310E-03
-1.775000E-03,+488.442206E-03,+56.875125E-03,+421.532341E-03
-1.770000E-03,+482.412055E-03,+52.895226E-03,+428.824455E-03
-1.765000E-03,+488.442206E-03,+48.915326E-03,+431.467033E-03
-1.760000E-03,+490.452256E-03,+46.262060E-03,+436.752190E-03
-1.755000E-03,+488.442206E-03,+43.608794E-03,+439.394768E-03
-1.750000E-03,+482.412055E-03,+36.975628E-03,+444.679924E-03
-1.745000E-03,+484.422105E-03,+32.995728E-03,+449.329460E-03
-1.740000E-03,+482.412055E-03,+27.689196E-03,+452.607659E-03
-1.735000E-03,+488.442206E-03,+25.699246E-03,+457.257195E-03
-1.730000E-03,+482.412055E-03,+19.729397E-03,+460.535393E-03
-1.725000E-03,+484.422105E-03,+17.739447E-03,+463.177972E-03
-1.720000E-03,+482.412055E-03,+11.769598E-03,+471.105706E-03
-1.715000E-03,+480.402005E-03,+10.442965E-03,+465.720452E-03
-1.710000E-03,+478.391955E-03,+3.809799E-03,+469.684319E-03
-1.705000E-03,+482.412055E-03,-833.417E-06,+473.648187E-03
-1.700000E-03,+474.371854E-03,-4.150000E-03,+470.905511E-03
-1.695000E-03,+458.291452E-03,-8.793216E-03,+465.520257E-03
-1.690000E-03,+458.291452E-03,-13.436432E-03,+469.484124E-03
-1.685000E-03,+450.251251E-03,-17.416331E-03,+467.402093E-03
-1.680000E-03,+442.211051E-03,-20.069598E-03,+462.677483E-03
-1.675000E-03,+440.201000E-03,-25.376130E-03,+459.934807E-03
-1.670000E-03,+434.170850E-03,-32.009296E-03,+454.549553E-03
-1.665000E-03,+426.130649E-03,-35.325879E-03,+453.813836E-03
-1.660000E-03,+426.130649E-03,-38.642462E-03,+454.449456E-03
-1.655000E-03,+404.020096E-03,-43.285678E-03,+451.046135E-03
-1.650000E-03,+406.030146E-03,-47.928894E-03,+448.964104E-03
-1.645000E-03,+387.939694E-03,-49.918844E-03,+443.578850E-03
-1.640000E-03,+385.929644E-03,-54.562060E-03,+432.808342E-03
-1.635000E-03,+369.849242E-03,-59.868592E-03,+427.423088E-03
-1.630000E-03,+365.829142E-03,-63.848492E-03,+423.359123E-03
-1.625000E-03,+345.728640E-03,-67.828391E-03,+417.288200E-03
-1.620000E-03,+337.688439E-03,-67.828391E-03,+405.882072E-03
-1.615000E-03,+329.648238E-03,-73.798240E-03,+403.139396E-03
-1.610000E-03,+317.587936E-03,-78.441456E-03,+389.726309E-03
-1.605000E-03,+305.527635E-03,-81.094723E-03,+386.322989E-03
-1.600000E-03,+297.487434E-03,-83.747989E-03,+373.570547E-03
-1.595000E-03,+281.407032E-03,-89.054522E-03,+360.818105E-03
-1.590000E-03,+265.326630E-03,-93.034421E-03,+356.093496E-03
-1.585000E-03,+259.296480E-03,-97.014321E-03,+352.029531E-03
-1.580000E-03,+249.246228E-03,-99.667587E-03,+338.616445E-03
-1.575000E-03,+227.135676E-03,-101.657537E-03,+325.203358E-03
-1.570000E-03,+217.085425E-03,-104.974119E-03,+311.790272E-03
-1.565000E-03,+201.005023E-03,-107.627386E-03,+303.026722E-03
-1.560000E-03,+192.964822E-03,-110.280652E-03,+292.991932E-03
-1.555000E-03,+168.844219E-03,-112.933918E-03,+279.578845E-03
-1.550000E-03,+156.783918E-03,-114.260552E-03,+266.165759E-03
-1.545000E-03,+138.693466E-03,-118.240451E-03,+256.791613E-03
-1.540000E-03,+128.643215E-03,-118.240451E-03,+244.724841E-03
-1.535000E-03,+112.562813E-03,-120.893717E-03,+231.972399E-03
-1.530000E-03,+100.502511E-03,-124.873617E-03,+220.541246E-03
-1.525000E-03,+80.402009E-03,-126.200250E-03,+198.464707E-03
-1.520000E-03,+64.321607E-03,-128.853516E-03,+191.072495E-03
-1.515000E-03,+46.231155E-03,-129.516833E-03,+176.998764E-03
-1.510000E-03,+36.180904E-03,-130.180149E-03,+161.603744E-03
-1.505000E-03,+16.080402E-03,-131.506782E-03,+148.190658E-03
-1.500000E-03,+8.040201E-03,-134.160049E-03,+132.134994E-03
-1.495000E-03,-16.080402E-03,-136.149999E-03,+116.079329E-03
-1.490000E-03,-24.120603E-03,-134.160049E-03,+102.666243E-03
-1.485000E-03,-40.201005E-03,-137.476632E-03,+89.278181E-03
-1.480000E-03,-56.281406E-03,-136.813315E-03,+78.582746E-03
-1.475000E-03,-70.351758E-03,-134.823365E-03,+63.187726E-03
-1.470000E-03,-84.422110E-03,-138.139948E-03,+49.113995E-03
-1.465000E-03,-110.552763E-03,-138.803265E-03,+27.037457E-03
-1.460000E-03,-120.603014E-03,-142.119848E-03,+17.002666E-03
-1.455000E-03,-130.653265E-03,-138.139948E-03,+1.607646E-03
-1.450000E-03,-148.743717E-03,-139.466581E-03,-13.787374E-03
-1.445000E-03,-160.804018E-03,-141.456531E-03,-28.521749E-03
-1.440000E-03,-184.924621E-03,-139.466581E-03,-39.192160E-03
-1.435000E-03,-192.964822E-03,-138.803265E-03,-57.254782E-03
-1.430000E-03,-209.045224E-03,-139.466581E-03,-71.303489E-03
-1.425000E-03,-225.125626E-03,-141.456531E-03,-87.359153E-03
-1.420000E-03,-241.206028E-03,-136.813315E-03,-95.386985E-03
-1.415000E-03,-251.256279E-03,-136.813315E-03,-116.092186E-03
-1.410000E-03,-265.326630E-03,-132.833416E-03,-131.462182E-03
-1.405000E-03,-273.366831E-03,-133.496732E-03,-146.832177E-03
-1.400000E-03,-289.447233E-03,-131.506782E-03,-159.509546E-03
-1.395000E-03,-305.527635E-03,-128.853516E-03,-175.565210E-03
-1.390000E-03,-313.567836E-03,-130.180149E-03,-194.263453E-03
-1.385000E-03,-321.608037E-03,-128.190200E-03,-196.906031E-03
-1.380000E-03,-337.688439E-03,-123.546984E-03,-212.961696E-03
-1.375000E-03,-345.728640E-03,-124.210300E-03,-230.999294E-03
-1.370000E-03,-361.809041E-03,-119.567084E-03,-241.009060E-03
-1.365000E-03,-377.889443E-03,-118.903768E-03,-259.046658E-03
-1.360000E-03,-377.889443E-03,-118.240451E-03,-269.056424E-03
-1.355000E-03,-387.939694E-03,-114.923868E-03,-281.733792E-03
-1.350000E-03,-402.010046E-03,-111.607285E-03,-294.411161E-03
-1.345000E-03,-416.080398E-03,-110.280652E-03,-309.095487E-03
-1.340000E-03,-426.130649E-03,-107.627386E-03,-319.765898E-03
-1.335000E-03,-432.160799E-03,-102.320853E-03,-322.408476E-03
-1.330000E-03,-434.170850E-03,-99.667587E-03,-341.106719E-03
-1.325000E-03,-442.211051E-03,-97.014321E-03,-349.770171E-03
-1.320000E-03,-442.211051E-03,-97.014321E-03,-354.419707E-03
-1.315000E-03,-458.291452E-03,-89.717838E-03,-365.750762E-03
-1.310000E-03,-466.331653E-03,-87.727888E-03,-378.403106E-03
-1.305000E-03,-466.331653E-03,-83.747989E-03,-391.055450E-03
-1.300000E-03,-474.371854E-03,-83.747989E-03,-402.386505E-03
-1.295000E-03,-476.381904E-03,-80.431406E-03,-405.029084E-03
-1.290000E-03,-482.412055E-03,-73.134924E-03,-415.699494E-03
-1.285000E-03,-492.462306E-03,-72.471607E-03,-421.009675E-03
-1.280000E-03,-490.452256E-03,-65.175125E-03,-431.655061E-03
-1.275000E-03,-492.462306E-03,-62.521859E-03,-436.940217E-03
-1.270000E-03,-498.492457E-03,-58.541959E-03,-439.582796E-03
-1.265000E-03,-504.522608E-03,-54.562060E-03,-444.892976E-03
-1.260000E-03,-498.492457E-03,-46.602261E-03,-458.180941E-03
-1.255000E-03,-504.522608E-03,-46.602261E-03,-460.823519E-03
-1.250000E-03,-498.492457E-03,-41.295728E-03,-462.094759E-03
-1.245000E-03,-506.532658E-03,-38.642462E-03,-468.751253E-03
-1.240000E-03,-498.492457E-03,-33.335929E-03,-471.393832E-03
-1.235000E-03,-500.502507E-03,-28.692713E-03,-470.658114E-03
-1.230000E-03,-506.532658E-03,-26.702764E-03,-479.321566E-03
-1.225000E-03,-502.512557E-03,-22.059547E-03,-482.599765E-03
-1.220000E-03,-506.532658E-03,-14.763065E-03,-489.891879E-03
-1.215000E-03,-498.492457E-03,-12.773115E-03,-485.167269E-03
-1.210000E-03,-490.452256E-03,-8.129899E-03,-489.791781E-03
-1.205000E-03,-490.452256E-03,-6.803266E-03,-486.413485E-03
-1.200000E-03,-482.412055E-03,-1.496734E-03,-489.691684E-03
-1.195000E-03,-482.412055E-03,+5.799749E-03,-486.949008E-03
-1.190000E-03,-466.331653E-03,+9.116332E-03,-478.871127E-03
-1.185000E-03,-466.331653E-03,+13.096231E-03,-480.828036E-03
-1.180000E-03,-466.331653E-03,+14.422864E-03,-481.463656E-03
-1.175000E-03,-458.291452E-03,+22.382663E-03,-478.720980E-03
-1.170000E-03,-450.251251E-03,+26.362563E-03,-475.978304E-03
-1.165000E-03,-442.211051E-03,+29.679145E-03,-470.593050E-03
-1.160000E-03,-426.130649E-03,+32.995728E-03,-467.850374E-03
-1.155000E-03,-426.130649E-03,+38.965577E-03,-463.125765E-03
-1.150000E-03,-422.110548E-03,+40.955527E-03,-459.722445E-03
-1.145000E-03,-410.050247E-03,+46.262060E-03,-456.979769E-03
